pool,comparison,n,old_correct,old_rate,new_correct,new_rate,b,c,net_correct,delta_rate,p_value
visible_supported,UA1_vs_A1,737,86,0.11668928086838534,210,0.28493894165535955,150,26,124,0.16824966078697423,2.1624066561172456e-22
visible_supported,UA2_vs_A2,737,301,0.4084124830393487,330,0.44776119402985076,75,46,29,0.03934871099050204,0.01061145992533823
visible_supported,UA3_vs_A3,737,340,0.46132971506105835,367,0.49796472184531887,66,39,27,0.036635006784260515,0.010817905625818617
visible_supported,UA4_vs_A4,737,69,0.09362279511533243,230,0.3120759837177748,173,12,161,0.21845318860244234,1.0204212440987962e-37
visible_supported,UA5_vs_A5,737,176,0.23880597014925373,266,0.36092265943012214,138,48,90,0.12211668928086838,2.760784196248433e-11
